Date,Return_Lag_1,Return_Lag_5,Return_Lag_2,Daily_Return,Body_Ratio,MACD_HIST,MACD_DEA,MACD_DIF,RSI,Target
2018-01-10,0.01316489025038603,0.011758732194874222,0.013860725377961458,-0.008495964416901924,0.8709677419354818,2.6997043781330823,2.618124296370832,5.3178286745039145,85.93907100140095,-1
2018-01-11,-0.008495964416901924,0.02535724662563732,0.01316489025038603,-0.02772247284457774,0.7674418604651153,1.8200162708965117,3.0731283640949605,4.893144634991472,57.68088052459479,1
2018-01-12,-0.02772247284457774,0.003606481362219416,-0.008495964416901924,0.03317867233468963,0.9122807017543858,1.9620855194957887,3.5636497439689077,5.525735263464696,70.03012912054825,-1
2018-01-15,0.03317867233468963,0.013860725377961458,-0.02772247284457774,-0.022579593065556125,0.7820512820512838,1.3414279182205755,3.899006723524052,5.240434641744628,57.356433513597295,1
2018-01-16,-0.022579593065556125,0.01316489025038603,0.03317867233468963,0.028234810955106715,0.8367346938775488,1.5485396917503298,4.286141646461635,5.834681338211965,65.56020815979298,1
2018-01-17,0.028234810955106715,-0.008495964416901924,-0.022579593065556125,0.011982326069048144,0.6122448979591829,1.86442518058122,4.7522479416069405,6.6166731221881605,68.41560214017866,0
2018-01-18,0.011982326069048144,-0.02772247284457774,0.028234810955106715,-0.002960112484274413,0.5217391304347845,1.844773302538429,5.213441267241548,7.058214569779977,66.92178401784417,1
2018-01-19,-0.002960112484274413,0.03317867233468963,0.011982326069048144,0.011380786263885945,0.0400000000000091,1.981781125925079,5.708886548722819,7.690667674647898,69.65683090850722,1
2018-01-22,0.011380786263885945,-0.022579593065556125,-0.002960112484274413,0.018591452824188393,0.5208333333333351,2.3967341500621933,6.308070086238367,8.70480423630056,73.54832456670728,1
2018-01-23,0.018591452824188393,0.028234810955106715,0.011380786263885945,0.0350632820192609,0.7636363636363668,3.4054063229198785,7.159421666968337,10.564827989888215,79.09496724523417,-1
2018-01-24,0.0350632820192609,0.011982326069048144,0.018591452824188393,-0.012993340912782259,0.6578947368421033,3.4364554749217895,8.018535535698785,11.454991010620574,72.79019047669928,-1
2018-01-25,-0.012993340912782259,-0.002960112484274413,0.0350632820192609,-0.025858623851054308,0.8039215686274508,2.500674047536087,8.643704047582808,11.144378095118896,62.287281909066984,1
2018-01-26,-0.025858623851054308,0.011380786263885945,-0.012993340912782259,0.031854050532107436,0.9722222222222238,2.546645074738972,9.280365316267552,11.827010391006525,68.2142791302136,0
2018-01-29,0.031854050532107436,0.018591452824188393,-0.025858623851054308,0.000935475572394262,0.21568627450980304,2.382879227438101,9.876085123127078,12.25896435056518,68.37647058569786,-1
2018-01-30,0.000935475572394262,0.0350632820192609,0.031854050532107436,-0.022897731255403175,0.16666666666666327,1.4398680120959995,10.23605212615108,11.67592013824708,60.26315221268611,0
2018-01-31,-0.022897731255403175,-0.012993340912782259,0.000935475572394262,0.004304263612233683,0.606060606060604,0.7948782525475622,10.43477168928797,11.229649941835532,61.17440951337191,-1
2018-02-01,0.004304263612233683,-0.025858623851054308,-0.022897731255403175,-0.008571632657920492,0.8823529411764691,0.024066923905818882,10.440788420264427,10.464855344170246,58.2950621783698,-1
2018-02-02,-0.008571632657920492,0.031854050532107436,0.004304263612233683,-0.018252119407286327,0.7333333333333295,-1.040525231780478,10.18065711231931,9.140131880538831,52.65997435416857,-1
2018-02-05,-0.018252119407286327,0.000935475572394262,-0.008571632657920492,-0.02788717923628281,0.553846153846153,-2.4735813934489776,9.562261763957064,7.0886803705080865,45.54766016844255,-1
2018-02-06,-0.02788717923628281,-0.022897731255403175,-0.018252119407286327,-0.07800900878230455,0.7142857142857125,-5.307648902201899,8.23534953840659,2.9277006362046905,32.6384144197377,1
2018-02-07,-0.07800900878230455,0.004304263612233683,-0.02788717923628281,0.01310079423565047,0.7755102040816312,-6.574507109176337,6.591722761112506,0.01721565193616925,35.67829532432201,1
2018-02-08,0.01310079423565047,-0.008571632657920492,-0.07800900878230455,0.014547805705972694,0.13999999999999774,-6.739382857213638,4.906877046809097,-1.832505810404541,39.01271874224892,-1
2018-02-09,0.014547805705972694,-0.018252119407286327,0.01310079423565047,-0.033989219044584185,0.3384615384615411,-7.351035354493624,3.0691182081856914,-4.281917146307933,34.45343498678221,1
2018-02-12,-0.033989219044584185,-0.02788717923628281,0.014547805705972694,0.006047444954506709,0.31372549019607765,-7.236635574280279,1.2599593146156218,-5.976676259664657,35.84128788775985,1
2018-02-13,0.006047444954506709,-0.07800900878230455,-0.033989219044584185,0.03497363315937596,0.4210526315789521,-5.9801963252576975,-0.23508976669880255,-6.2152860919565,43.35610753374738,1
2018-02-14,0.03497363315937596,0.01310079423565047,0.006047444954506709,0.029567834420127115,0.5813953488372116,-4.162291668781532,-1.2756626838941856,-5.4379543526757175,48.986524679262594,1
2018-02-15,0.029567834420127115,0.014547805705972694,0.03497363315937596,0.034359855380907245,0.49999999999999456,-1.9378833732863516,-1.7601335272157737,-3.6980169005021253,54.778230486845295,0
2018-02-20,0.034359855380907245,-0.033989219044584185,0.029567834420127115,-0.0029747886660551615,0.5121951219512189,-0.5026146941851928,-1.885787200762072,-2.3884018949472647,54.184948208240776,1
2018-02-21,-0.0029747886660551615,0.006047444954506709,0.034359855380907245,0.030333921778263884,0.8703703703703674,1.2190996614207887,-1.5810122854068749,-0.36191262398608615,59.041826557822255,-1
2018-02-22,0.030333921778263884,0.03497363315937596,-0.0029747886660551615,-0.02799295349791253,0.9772727272727284,1.5084585325788373,-1.2038976522621658,0.3045608803166715,53.26038443002642,1
2018-02-23,-0.02799295349791253,0.029567834420127115,0.030333921778263884,0.01737878298865403,0.11538461538460908,2.0684465301360278,-0.6867860197281588,1.381660510407869,56.05674612397355,0
2018-02-26,0.01737878298865403,0.034359855380907245,-0.02799295349791253,-0.0009761097147320541,0.348837209302327,2.2917390046978072,-0.11385126855370686,2.1778877361441005,55.85111601835919,-1
2018-02-27,-0.0009761097147320541,-0.0029747886660551615,0.01737878298865403,-0.017098610127262548,0.7594936708860754,1.8658719698731412,0.35261672391457843,2.2184886937877195,52.23966344533439,-1
2018-02-28,-0.017098610127262548,0.030333921778263884,-0.0009761097147320541,-0.03429508685603522,0.7555555555555569,0.6172361709454555,0.5069257666509424,1.1241619375963978,45.933753995201194,1
2018-03-01,-0.03429508685603522,-0.02799295349791253,-0.017098610127262548,0.03808641498751908,0.8762886597938129,0.7421387813078768,0.6924604619779116,1.4345992432857884,52.54918772734187,-1
2018-03-02,0.03808641498751908,0.01737878298865403,-0.03429508685603522,-0.02726889610550587,0.21739130434782503,0.07321384462794989,0.7107639231348991,0.783977767762849,47.86174190777867,-1
2018-03-05,-0.02726889610550587,-0.0009761097147320541,0.03808641498751908,-0.028033334182828273,0.7534246575342454,-1.0583675381776239,0.4461720385904932,-0.6121954995871306,43.66697313878105,1
2018-03-06,-0.028033334182828273,-0.017098610127262548,-0.02726889610550587,0.03565903668161208,0.2571428571428588,-0.8482868887139972,0.23410031641199397,-0.6141865723020032,49.55377118925511,-1
