Date,Return_Lag_5,Return_Lag_1,Return_Lag_2,MACD_HIST,Return_Skew,Return_Kurt,OBV,ATR,Volume_Ratio,Target,Close,Close
2024-01-02,-0.005148005148005175,0.002071823204419676,0.02840909090909083,-1.9620381733263206,-2.36018041880144,9.849486599593472,-9308645,12.014285714285721,0.39948115908908965,1,293.2,293.2
2024-01-03,-0.12483829236739963,0.010337698139214258,0.002071823204419676,-1.198531272944308,-2.5620491562734364,10.975699079328376,-9104728,11.94285714285715,0.6153859617991552,-1,297.2,297.2
2024-01-04,0.04065040650406493,0.013642564802182733,0.010337698139214258,-0.7393284728766045,-2.734740304380992,12.053586938189513,-9306902,12.000000000000009,0.8324809805927104,-1,295.4,295.4
2024-01-05,0.02840909090909083,-0.00605652759084796,0.013642564802182733,-0.7995694642963915,-2.6192608962817654,11.341127212498654,-9544352,12.157142857142864,1.10613800614723,-1,288.8,288.8
2024-01-08,0.002071823204419676,-0.022342586323628844,-0.00605652759084796,-1.0272450549003747,-2.551714820316145,11.00925997927859,-9711537,12.15714285714286,0.8004897214984291,-1,284.6,284.6
2024-01-09,0.010337698139214258,-0.01454293628808856,-0.022342586323628844,-1.3583525113434334,-2.4882427013267447,10.873606474446769,-9880812,11.642857142857148,0.8636470779111449,-1,280.2,280.2
2024-01-10,0.013642564802182733,-0.015460295151089376,-0.01454293628808856,-1.670018233532863,-2.5793744405710584,11.466011370745276,-10072273,11.900000000000006,0.9894165129270474,1,276.8,276.8
2024-01-11,-0.00605652759084796,-0.012134189864382527,-0.015460295151089376,-1.2728866753492225,-2.485285443598178,10.800862089087357,-9866227,12.228571428571431,1.0605435152977558,0,284.0,284.0
2024-01-12,-0.022342586323628844,0.026011560693641522,-0.012134189864382527,-0.8450813554797003,-2.53482445598036,10.981761674851741,-9708526,12.357142857142861,0.884303350574429,0,285.0,285.0
2024-01-15,-0.01454293628808856,0.0035211267605634866,0.026011560693641522,-0.4185504664657458,-2.576163549483277,11.128049068681682,-9545182,12.428571428571432,0.919908946224884,-1,286.0,286.0
2024-01-16,-0.015460295151089376,0.0035087719298245723,0.0035211267605634866,-0.5247651693975275,-2.5856975630207026,11.27370216653838,-9767543,9.285714285714286,1.1816235932546366,-1,279.0,279.0
2024-01-17,-0.012134189864382527,-0.02447552447552448,0.0035087719298245723,-1.0091846232083652,-2.557490920196694,11.060921631957457,-10128685,8.799999999999999,1.6258956918549894,1,271.2,271.2
2024-01-18,0.026011560693641522,-0.027956989247311825,-0.02447552447552448,-1.0137305144685982,-2.581658731543001,11.030919007905567,-9882644,8.599999999999998,1.0691958640313788,-1,274.2,274.2
2024-01-19,0.0035211267605634866,0.01106194690265494,-0.027956989247311825,-1.3148381932731867,-2.6003345565817173,11.166907668604555,-10151619,9.185714285714283,1.0657852714597384,-1,267.8,267.8
2024-01-22,0.0035087719298245723,-0.02334062727935804,0.01106194690265494,-1.9489696367933762,-2.380518638578839,9.882231062207557,-10488167,9.18571428571428,1.1725863670476708,1,258.8,258.8
2024-01-23,-0.02447552447552448,-0.0336071695294996,-0.02334062727935804,-1.5543775303625322,-2.210404870463742,8.891101698398316,-10132059,9.671428571428565,1.1349592749682245,1,268.6,268.6
2024-01-24,-0.027956989247311825,0.0378670788253479,-0.0336071695294996,-0.5321438619511145,-2.0953393398345437,8.114631835441672,-9793423,10.099999999999994,1.0949823709118753,1,278.4,278.4
2024-01-25,0.01106194690265494,0.036485480268056314,0.0378670788253479,0.780054932461689,-2.016307048877349,7.556449119628493,-9451815,10.242857142857142,1.0402984392843548,-1,287.4,287.4
2024-01-26,-0.02334062727935804,0.032327586206896575,0.036485480268056314,1.1185324333051723,-1.8573672099491891,6.874635932368516,-9699973,10.257142857142854,0.7654198677653731,0,279.4,279.4
2024-01-29,-0.0336071695294996,-0.02783576896311757,0.032327586206896575,1.2858945593696687,-1.9078717995341046,7.0772397715809845,-9901563,10.485714285714282,0.6782518000134581,-1,278.6,278.6
2024-01-30,0.0378670788253479,-0.0028632784538294986,-0.02783576896311757,0.8620499583160175,-1.7695828797729618,6.363603296795471,-10116623,10.528571428571423,0.7994486458516101,-1,270.4,270.4
2024-01-31,0.036485480268056314,-0.02943287867911004,-0.0028632784538294986,0.40699060149815747,-1.7512842331316887,6.582305808725112,-10317153,10.328571428571426,0.8307331065350065,0,267.2,267.2
2024-02-01,0.032327586206896575,-0.011834319526627168,-0.02943287867911004,0.223327978059495,-1.7900197856404578,6.6622173479548,-10143858,10.442857142857134,0.8342455901170095,1,268.2,268.2
2024-02-02,-0.02783576896311757,0.0037425149700598404,-0.011834319526627168,0.6528505718068072,-1.749347582486436,6.2446452825437175,-9833320,11.142857142857135,1.4102376629522084,0,276.0,276.0
2024-02-05,-0.0028632784538294986,0.029082774049216997,0.0037425149700598404,0.9576872726723522,-1.7365582793990875,6.254202009191778,-9628754,11.157142857142853,0.9264856805638463,1,276.2,276.2
2024-02-06,-0.02943287867911004,0.0007246376811593791,0.029082774049216997,1.8682047668483106,-1.6450022898812708,5.6194709869377935,-9340185,11.357142857142852,1.2253481534575854,0,287.4,287.4
2024-02-07,-0.011834319526627168,0.040550325850832625,0.0007246376811593791,2.480949294705092,0.20454335950157052,-1.1299620106483528,-9076748,11.37142857142857,1.0618991377816116,-1,288.8,288.8
2024-02-08,0.0037425149700598404,0.004871259568545616,0.040550325850832625,2.4608467817113544,0.2989977711124037,-1.0272018121691497,-9255855,10.828571428571431,0.7186027794517328,0,283.8,283.8
2024-02-09,0.029082774049216997,-0.01731301939058172,0.004871259568545616,2.3586213622406156,0.387716655813834,-0.7994870944116744,-9255855,10.442857142857147,0.33559820538384844,1,283.8,283.8
2024-02-14,0.0007246376811593791,0.0,-0.01731301939058172,2.3835954048882657,0.34919388263704726,-0.8533433388343602,-9140181,9.957142857142859,0.6327151715114625,-1,286.6,286.6
2024-02-15,0.040550325850832625,0.009866102889358741,0.0,2.0093030172151636,0.45570913926004325,-0.8136556343652609,-9265861,9.428571428571432,0.836507063852219,1,282.0,282.0
2024-02-16,0.004871259568545616,-0.01605024424284729,0.009866102889358741,2.101793885521627,0.43014756980510116,-0.9149176277227791,-9093707,9.442857142857141,1.3043234495466225,-1,288.4,288.4
2024-02-19,-0.01731301939058172,0.02269503546099272,-0.01605024424284729,1.6220598228602032,0.45322996821204825,-0.9798709724248795,-9247860,9.328571428571431,1.213837557600058,0,281.4,281.4
2024-02-20,0.0,-0.024271844660194164,0.02269503546099272,1.2135507575826596,0.4084264877956529,-0.9258387236961595,-9405590,9.214285714285714,1.0872067615947811,1,280.8,280.8
2024-02-21,0.009866102889358741,-0.00213219616204674,-0.024271844660194164,1.200184785238122,0.2822845245753182,-1.0159867347293132,-9166118,9.557142857142859,1.4100041333554723,1,285.4,285.4
2024-02-22,-0.01605024424284729,0.01638176638176625,-0.00213219616204674,1.30481672317344,0.18481937791547026,-1.0041412067409747,-9041705,9.200000000000001,0.7336346975311409,0,288.0,288.0
