Date,Return_Lag_5,Return_Lag_1,Return_Lag_2,MACD_HIST,Return_Skew,Return_Kurt,OBV,ATR,Volume_Ratio,Target,Close
2018-02-13,-0.07800900878230455,0.006047444954506709,-0.033989219044584185,-5.9801963252576975,-0.9750011422510421,1.6040759935600186,583486,15.042857142857148,0.5310151407559401,1,378.79
2018-02-14,0.01310079423565047,0.03497363315937596,0.006047444954506709,-4.162291668781532,-0.9482120064911707,1.4144773900782321,806339,15.15714285714286,0.6041370837311612,1,389.99
2018-02-15,0.014547805705972694,0.029567834420127115,0.03497363315937596,-1.9378833732863516,-0.9032476119084722,1.2974104138554245,969887,15.171428571428574,0.4945330075715426,0,403.39
2018-02-20,-0.033989219044584185,0.034359855380907245,0.029567834420127115,-0.5026146941851928,-0.8755041122707861,1.256000168525298,765067,15.02857142857143,0.8776906648200395,1,402.19
2018-02-21,0.006047444954506709,-0.0029747886660551615,0.034359855380907245,1.2190996614207887,-0.8557368561433176,1.0956435088756187,969113,15.157142857142857,0.9882904298869146,-1,414.39
2018-02-22,0.03497363315937596,0.030333921778263884,-0.0029747886660551615,1.5084585325788373,-0.7026984519020874,0.6833568890373205,745263,15.042857142857136,1.098254665558518,1,402.79
2018-02-23,0.029567834420127115,-0.02799295349791253,0.030333921778263884,2.0684465301360278,-0.7857998852750112,0.7296965295828205,895184,15.142857142857135,0.7922393612242848,0,409.79
2018-02-26,0.034359855380907245,0.01737878298865403,-0.02799295349791253,2.2917390046978072,-0.895149953576344,1.1477523997712122,682663,15.114285714285703,1.0677751673603588,-1,409.39
2018-02-27,-0.0029747886660551615,-0.0009761097147320541,0.01737878298865403,1.8658719698731412,-0.8092123781876697,1.1126438752379295,462574,14.842857142857131,1.0890890682849925,-1,402.39
2018-02-28,0.030333921778263884,-0.017098610127262548,-0.0009761097147320541,0.6172361709454555,-0.7813096171915606,0.8719909690824131,136973,13.499999999999988,1.43818982987362,1,388.59
2018-03-01,-0.02799295349791253,-0.03429508685603522,-0.017098610127262548,0.7421387813078768,-0.7252319164301061,0.7730079259569219,408108,13.257142857142847,1.1495912291279244,-1,403.39
2018-03-02,0.01737878298865403,0.03808641498751908,-0.03429508685603522,0.07321384462794989,-0.5838383753467533,0.45177109276947325,149193,13.328571428571419,1.0049011807389963,-1,392.39
2018-03-05,-0.0009761097147320541,-0.02726889610550587,0.03808641498751908,-1.0583675381776239,-0.4945052386480011,0.178532085293436,-91194,12.785714285714278,0.9132363366149314,1,381.39
2018-03-06,-0.017098610127262548,-0.028033334182828273,-0.02726889610550587,-0.8482868887139972,-0.4709618989577173,0.007800872944103118,156931,13.257142857142851,0.9229721395396243,-1,394.99
2018-03-07,-0.03429508685603522,0.03565903668161208,-0.028033334182828273,-0.9550757758313216,-0.3813116741427961,0.014162222096118096,-35635,12.914285714285707,0.7949861616608649,1,390.59
2018-03-08,0.03808641498751908,-0.011139522519557521,0.03565903668161208,-0.41030432649334037,-0.4126698370020522,0.1126396190463988,139429,12.71428571428571,0.7850002286878608,1,399.39
